title,author,publisher,publishing_date,pages,price,language,ISBN_13,complete_link,comments
Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam,Andreas Botsikas and Michael Hlobil,Packt Publishing,2021-12-03,448.0,53.64,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A07383351LXTTO69ZN3QK&qualifier=1671165050&id=5922903231367767&widgetName=sp_mtf&url=%2FAzure-Scientist-Associate-Certification-hands%2Fdp%2F1800565003%2Fref%3Dsr_1_179_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165050%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-179-spons%26psc%3D1,NaN
The Revenge of Dr. von Naysayer (10) (The DATA Set),NaN,Little Simon,2023-03-21,128.0,6.99,English,978-1665915946,https://www.amazon.com/Revenge-Dr-von-Naysayer-DATA/dp/1665915943/ref=sr_1_249?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-249,NaN
"Learn Power BI: A comprehensive, step-by-step guide for beginners to learn real-world business intelligence, 2nd Edition",Greg Deckler,"Packt Publishing, 2nd ed. edition",2022-02-18,458.0,37.21,English,978-1801811958,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0206103108A47FMUUH2U&qualifier=1671165050&id=5922903231367767&widgetName=sp_mtf&url=%2FLearn-Power-comprehensive-step-step%2Fdp%2F1801811954%2Fref%3Dsr_1_178_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165050%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-178-spons%26psc%3D1,NaN
Teradata Query Performance Tuning: DWHPro's Guide,Roland Wenzlofsky and Artemios Vogiatzis,NaN,NaN,322.0,55.0,English,NaN,https://www.amazon.com/Teradata-Query-Performance-Tuning-DWHPros-ebook/dp/B08KHP87JB/ref=sr_1_245?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-245,NaN
"The United States of America: the Superpower, the Trump Presidency & the Fall of Western Civilization",Jamal H. Qadri Ph.D.,Xlibris US,2020-08-31,98.0,3.99,English,NaN,https://www.amazon.com/United-States-America-Superpower-Civilization-ebook/dp/B08JGPW3RM/ref=sr_1_243?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-243,NaN
The Hundred-Page Machine Learning Book,Andriy Burkov,Andriy Burkov,2019-01-13,160.0,31.99,English,978-1999579500,https://www.amazon.com/Hundred-Page-Machine-Learning-Book/dp/199957950X/ref=sr_1_244?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-244,NaN
Roman's Data Science: How to monetize your data,"Roman Zykov, Vladimir Vishvanyuk, et al.",NaN,NaN,350.0,NaN,English,NaN,https://www.amazon.com/Romans-Data-Science-monetize-your-ebook/dp/B09CVD8T5K/ref=sr_1_242?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-242,NaN
Data Science from Scratch with Python: A Step By Step Guide for Beginner's and Faster Way To Learn Python In 7 Days & NLP using Advanced (Including Programming Interview Questions),Richard Wilson,NaN,NaN,243.0,NaN,English,NaN,https://www.amazon.com/Data-Science-Scratch-Python-Programming-ebook/dp/B07XLC99Q4/ref=sr_1_239?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-239,NaN
Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,Springer,2006-08-17,738.0,105.22,English,978-0387310732,https://www.amazon.com/Pattern-Recognition-Learning-Information-Statistics/dp/0387310738/ref=sr_1_238?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-238,NaN
A Hands-On Introduction to Data Science,Chirag Shah,"Cambridge University Press, 1st edition",2020-04-02,424.0,53.98,English,NaN,https://www.amazon.com/Hands-Introduction-Data-Science/dp/1108472443/ref=sr_1_237?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-237,NaN
Machine Learning Engineering in Action,Ben Wilson,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Machine-Learning-Engineering-Action-Wilson/dp/1617298719/ref=sr_1_224?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-224,NaN
"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools","Davy Cielen, Arno Meysman, et al.","Manning, 1st edition",2016-05-23,320.0,42.74,English,978-1633430037,https://www.amazon.com/Introducing-Data-Science-Machine-Learning/dp/1633430030/ref=sr_1_231?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-231,NaN
Data Science from Scratch: From Data Visualization to Manipulation: It Is the Easy Way! All You Need for Business using the Basic Principles of Python and Beyond (Revised & Expanded Edition),"William Gray, Damon Knox, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Data-Science-Scratch-Visualization-Manipulation/dp/B083QRD132/ref=sr_1_233?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-233,NaN
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series),Harvard Business Review,Harvard Business Review Press,2018-04-03,256.0,14.19,English,NaN,https://www.amazon.com/Guide-Data-Analytics-Basics-Managers/dp/1633694283/ref=sr_1_234?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-234,NaN
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps","Valliappa Lakshmanan, Sara Robinson, et al.","O'Reilly Media, 1st edition",2020-11-10,408.0,36.99,English,NaN,https://www.amazon.com/Machine-Learning-Design-Patterns-Preparation/dp/1098115783/ref=sr_1_232?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-232,NaN
Natural Language Processing with Transformers: Building Language Applications with Hugging Face,"Lewis Tunstall, Leandro von Werra, et al.","O'Reilly Media, 1st edition",2022-03-01,406.0,55.91,English,NaN,https://www.amazon.com/Natural-Language-Processing-Transformers-Applications/dp/1098103246/ref=sr_1_229?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-229,NaN
Capitalizing Data Science: A Guide to Unlocking the Power of Data for Your Business and Products (English Edition),Mathangi Sri Ramachandran,"BPB Publications, 1st edition",2022-12-03,370.0,9.95,English,NaN,https://www.amazon.com/Capitalizing-Data-Science-Unlocking-Business-ebook/dp/B0BNXFYJDG/ref=sr_1_223?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-223,NaN
"The Equality Machine: Harnessing Digital Technology for a Brighter, More Inclusive Future",Orly Lobel,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Equality-Machine-Harnessing-Technology-Inclusive/dp/1541774752/ref=sr_1_296?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-296,NaN
Feature Engineering and Selection (Chapman & Hall/CRC Data Science Series),NaN,"Routledge, 1st edition",2021-06-30,314.0,41.16,English,NaN,https://www.amazon.com/Feature-Engineering-Selection-Chapman-Science/dp/1032090855/ref=sr_1_300?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-300,NaN
Don't Trust Your Gut: using Data to Get What You Really Want in LIfe,Seth Stephens-Davidowitz,Dey Street Books,2022-05-10,316.0,14.99,English,NaN,https://www.amazon.com/Dont-Trust-Your-Gut-Really-ebook/dp/B0983M7Z7H/ref=sr_1_298?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-298,NaN
Humble Pi: When Math Goes Wrong in the Real World,Matt Parker,Riverhead Books,2021-01-19,336.0,15.3,English,NaN,https://www.amazon.com/Humble-Pi-When-Wrong-World/dp/0593084691/ref=sr_1_299?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-299,NaN
The Tableau Workshop: A practical guide to the art of data visualization with Tableau,"Sumit Gupta, Sylvester Pinto, et al.",Packt Publishing,2022-04-28,822.0,46.99,English,978-1800207653,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A029339114J7CE6TYQZ8A&qualifier=1671165060&id=994456475850918&widgetName=sp_mtf&url=%2FTableau-Workshop-practical-guide-visualization%2Fdp%2F1800207654%2Fref%3Dsr_1_226_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-226-spons%26psc%3D1,NaN
"Research Anthology on Machine Learning Techniques, Methods, and Applications",Information Resources Management Association,Engineering Science Reference,2022-05-13,555.0,1318.74,English,978-1668466704,https://www.amazon.com/Research-Anthology-Learning-Techniques-Applications/dp/1668466708/ref=sr_1_297?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-297,NaN
Advanced Analytics with PySpark: Patterns for Learning from Data at Scale using Python and Spark,"Akash Tandon, Sandy Ryza, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Advanced-Analytics-PySpark-Patterns-Learning/dp/1098103653/ref=sr_1_290?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-290,NaN
"Splunk Operational Intelligence Cookbook: Over 80 recipes for transforming your data into business-critical insights using Splunk, 3rd Edition","Josh Diakun, Paul R Johnson, et al.","Packt Publishing, 3rd Revised edition",2018-05-28,536.0,54.99,English,978-1788835237,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A02058912GFICS9BHBPJW&qualifier=1671165060&id=994456475850918&widgetName=sp_mtf&url=%2FSplunk-Operational-Intelligence-Cookbook-business-critical%2Fdp%2F1788835239%2Fref%3Dsr_1_227_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165060%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-227-spons%26psc%3D1,NaN
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R,Yoon Hyup Hwang,Packt Publishing,2019-03-29,464.0,45.89,English,NaN,https://www.amazon.com/Hands-Data-Science-Marketing-strategies/dp/1789346347/ref=sr_1_295?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-295,NaN
"Generic Data Structures and Algorithms in Go: An Applied Approach using Concurrency, Genericity and Heuristics",Richard Wiener,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Generic-Data-Structures-Algorithms-Concurrency/dp/148428190X/ref=sr_1_287?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-287,NaN
R for Political Data Science (Chapman & Hall/CRC The R Series),NaN,"Chapman and Hall/CRC, 1st edition",2022-05-30,460.0,54.09,English,NaN,https://www.amazon.com/Political-Data-Science-Chapman-Hall/dp/0367818833/ref=sr_1_293?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-293,NaN
Targeted Learning in Data Science: Causal Inference for Complex Longitudinal Studies (Springer Series in Statistics),NaN,"Springer, 1st ed. 2018 edition",2018-04-10,682.0,85.04,English,NaN,https://www.amazon.com/Targeted-Learning-Data-Science-Longitudinal/dp/3319653032/ref=sr_1_294?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-294,NaN
Integrating Data,"Bill Inmon, Patty Haines, et al.","Technics Publications, First edition",2022-08-25,134.0,39.95,English,978-1634622820,https://www.amazon.com/Integrating-Data-Bill-Inmon/dp/1634622820/ref=sr_1_292?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-292,NaN
Data Science in Production: Building Scalable Model Pipelines with Python,Ben Weber,NaN,NaN,234.0,4.99,English,NaN,https://www.amazon.com/Data-Science-Production-Building-Pipelines-ebook/dp/B083H2YWP4/ref=sr_1_289?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-289,NaN
R for Health Data Science,Ewen Harrison and Riinu Pius,"Chapman and Hall/CRC, 1st edition",2020-11-17,364.0,73.91,English,NaN,https://www.amazon.com/Health-Data-Science-Ewen-Harrison/dp/0367428199/ref=sr_1_288?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-288,NaN
Ethics of Data and Analytics: Concepts and Cases,Kirsten Martin,"Auerbach Publications, 1st edition",2022-05-13,474.0,69.95,English,NaN,https://www.amazon.com/Ethics-Data-Analytics-Concepts-Cases/dp/1032062932/ref=sr_1_284?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-284,NaN
"Python Programming: 2 Books in 1: Python for Data Analysis and Science with Big Data Analysis, Statistics and Machine Learning.",Computer Science Academy,NaN,NaN,311.0,NaN,English,NaN,https://www.amazon.com/Python-Programming-Analysis-Statistics-Learning-ebook/dp/B085XL3HTZ/ref=sr_1_279?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-279,NaN
"Data Visualization with Python for Beginners: Visualize Your Data using Pandas, Matplotlib and Seaborn (Machine Learning & Data Science for Beginners)",NaN,AI Publishing LLC,2020-02-14,288.0,19.99,English,978-1733042680,https://www.amazon.com/Data-Visualization-Python-Beginners-Matplotlib/dp/1733042687/ref=sr_1_280?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-280,NaN
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,Aditya Bhargava,"Manning, 1st edition",2016-05-01,256.0,33.99,English,978-1617292231,https://www.amazon.com/Grokking-Algorithms-illustrated-programmers-curious/dp/1617292230/ref=sr_1_281?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-281,NaN
DATA SCIENCE: A Comprehensive Beginner’s Guide to Learn About the Realms of Data Science from A-Z,NaN,NaN,NaN,186.0,NaN,English,NaN,https://www.amazon.com/DATA-SCIENCE-Comprehensive-Beginners-Z-ebook/dp/B087QLY6XN/ref=sr_1_277?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-277,NaN
"Python Data Analysis: Comprehensive Guide to Data Science, Analytics and Metrics with Python (Data Science and Analysis)",NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A012484530XIMBIRDXSTM&qualifier=1671165070&id=2380392184025275&widgetName=sp_mtf&url=%2FPython-Data-Analysis-Comprehensive-Analytics%2Fdp%2FB08KGN4CWX%2Fref%3Dsr_1_273_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-273-spons%26psc%3D1,NaN
Exemplary Evidence: Scientists and Their Data,Jessica Fries-Gaither,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Exemplary-Evidence-Scientists-Their-Data/dp/1681403617/ref=sr_1_312?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165079&sprefix=data+science%2Caps%2C586&sr=8-312,NaN
"Python Machine Learning: Discover the Essentials of Machine Learning, Data Analysis, Data Science, Data Mining, and Artificial Intelligence using Python Code with Python Tricks",NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Python-Machine-Learning-Essentials-Intelligence/dp/B07ZTPVRTH/ref=sr_1_271?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-271,NaN
Calling Bullshit: The Art of Skepticism in a Data-Driven World,Carl T. Bergstrom and Jevin D. West,"Random House Trade Paperbacks, Reprint edition",2021-04-20,336.0,18.0,English,978-0525509202,https://www.amazon.com/Calling-Bullshit-Skepticism-Data-Driven-World/dp/0525509208/ref=sr_1_270?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-270,NaN
"Practitioner’s Guide to Data Science: Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)",Nasir Ali Mirza,BPB Publications,2022-01-17,242.0,29.95,English,978-9391392871,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A09554603D4UIO3W4LI06&qualifier=1671165070&id=2380392184025275&widgetName=sp_mtf&url=%2FPractitioners-Guide-Data-Science-Streamlining%2Fdp%2F9391392873%2Fref%3Dsr_1_276_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-276-spons%26psc%3D1,NaN
"Data Visualization: Clear Introduction to Data Visualization with Python. Proper Guide for Data Scientist (Data Mining, Analytics and Visualization)",NaN,Independently published,2020-09-22,94.0,14.95,English,979-8689115320,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A01648802IKWBPR428R27&qualifier=1671165070&id=2380392184025275&widgetName=sp_mtf&url=%2FData-Visualization-Introduction-Python-Scientist%2Fdp%2FB08JHGFHM1%2Fref%3Dsr_1_275_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-275-spons%26psc%3D1,NaN
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,Gareth Eagar,Packt Publishing,2021-12-29,482.0,39.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A03289781OACCZZACTGAG&qualifier=1671165070&id=2380392184025275&widgetName=sp_mtf&url=%2FData-Engineering-AWS-Gareth-Eagar%2Fdp%2F1800560419%2Fref%3Dsr_1_274_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165070%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-274-spons%26psc%3D1,NaN
Artificial Intelligence with Power BI: Take your data analytics skills to the next level by leveraging the AI capabilities in Power BI,Mary-Jo Diepeveen,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A09254721QM934M04Z9OR&qualifier=1671165079&id=8562001978254698&widgetName=sp_mtf&url=%2FArtificial-Intelligence-Power-leveraging-capabilities%2Fdp%2F1801814635%2Fref%3Dsr_1_315_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165079%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-315-spons%26psc%3D1,NaN
Data Science for Infectious Disease Data Analytics: An Introduction with R (Chapman & Hall/CRC Data Science Series),NaN,"Chapman and Hall/CRC, 1st edition",2022-12-05,397.0,79.96,English,NaN,https://www.amazon.com/Data-Science-Infectious-Disease-Analytics-ebook/dp/B0BLY2491S/ref=sr_1_314?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165079&sprefix=data+science%2Caps%2C586&sr=8-314,NaN
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world,"Amit Phaltankar, Juned Ahsan, et al.",Packt Publishing,2020-12-22,748.0,41.99,English,978-1839210648,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A00982133QR93JCKZH49V&qualifier=1671165079&id=8562001978254698&widgetName=sp_mtf&url=%2FMongoDB-Workshop-Interactive-Approach-Learning%2Fdp%2F1839210648%2Fref%3Dsr_1_318_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165079%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-318-spons%26psc%3D1,NaN
Secondary Data in Mixed Methods Research (Mixed Methods Research Series),NaN,"SAGE Publications, Inc, 1st edition",2022-06-21,264.0,45.0,English,978-1506389578,https://www.amazon.com/Secondary-Data-Mixed-Methods-Research/dp/1506389570/ref=sr_1_272?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-272,NaN
Python for Data Science: Comprehensive Guide to Data Science with Python,Alex Campbell,Independently published,2021-06-19,118.0,14.95,English,979-8523410147,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A10367072N7XJ1JE5FRVA&qualifier=1671165079&id=8562001978254698&widgetName=sp_mtf&url=%2FPython-Data-Science-Comprehensive-Guide%2Fdp%2FB0976DSK6P%2Fref%3Dsr_1_316_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165079%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-316-spons%26psc%3D1,NaN
C++20 STL Cookbook: Leverage the latest features of the STL to solve real-world problems,Bill Weinman,Packt Publishing,2022-05-27,450.0,39.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A07418632ZPX6FMAGSE8J&qualifier=1671165079&id=8562001978254698&widgetName=sp_mtf&url=%2F20-STL-Cookbook-Leverage-real-world%2Fdp%2F1803248718%2Fref%3Dsr_1_317_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165079%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-317-spons%26psc%3D1,NaN
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book 1),NaN,"Scatterplot Press, 3rd edition",2020-12-31,181.0,NaN,English,NaN,https://www.amazon.com/Machine-Learning-Absolute-Beginners-Introduction-ebook/dp/B08RWBSKQB/ref=sr_1_303?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165079&sprefix=data+science%2Caps%2C586&sr=8-303,NaN
The SAGE Handbook of Social Media Research Methods,Anabel Quan-Haase and Luke Sloan,"SAGE Publications Ltd, Second edition",2022-10-06,768.0,139.56,English,NaN,https://www.amazon.com/Handbook-Social-Media-Research-Methods/dp/1529720966/ref=sr_1_295?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165079&sprefix=data+science%2Caps%2C586&sr=8-295,NaN
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)",NaN,AI Publishing LLC,2020-10-23,304.0,25.19,English,978-1734790153,https://www.amazon.com/Python-Machine-Learning-Beginners-Scikitlearn/dp/1734790156/ref=sr_1_296?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165079&sprefix=data+science%2Caps%2C586&sr=8-296,NaN
Python Reinforcement Learning: Solve complex real-world problems by mastering reinforcement learning algorithms using OpenAI Gym and TensorFlow,"Sudharsan Ravichandiran, Sean Saito, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A08680731O1AHD1SZJJJ1&qualifier=1671165079&id=8562001978254698&widgetName=sp_atf_next&url=%2FPython-Reinforcement-Learning-real-world-reinforcement%2Fdp%2F1838649778%2Fref%3Dsr_1_291_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165079%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-291-spons%26psc%3D1,NaN
Be Data Driven: How Organizations Can Harness the Power of Data,Jordan Morrow,"Kogan Page, 1st edition",2022-08-30,240.0,34.49,English,978-1398606128,https://www.amazon.com/Be-Data-Driven-Organizations-Harness/dp/139860612X/ref=sr_1_294?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165079&sprefix=data+science%2Caps%2C586&sr=8-294,NaN
Marketing Data Science: Modeling Techniques in Predictive Analytics with R and Python (FT Press Analytics),NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Marketing-Data-Science-Techniques-Predictive-ebook/dp/B00XANZZ4A/ref=sr_1_262?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-262,NaN
Machine Learning Design Interview: Machine Learning System Design Interview,Khang Pham,Independently published,2022-04-29,210.0,39.99,English,979-8813031571,https://www.amazon.com/Machine-Learning-Design-Interview-System/dp/B09YQWX59Z/ref=sr_1_268?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-268,NaN
"Analytics, Data Science, & Artificial Intelligence: Systems for Decision Support","Ramesh Sharda, Dursun Delen, et al.","Pearson, 11th edition",2019-02-11,832.0,223.0,English,978-0135192016,https://www.amazon.com/Analytics-Data-Science-Artificial-Intelligence/dp/0135192013/ref=sr_1_269?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-269,NaN
Computer Science Unleashed: Harness the Power of Computational Systems (Code is Awesome),NaN,Code Energy,2021-07-02,270.0,19.95,English,NaN,https://www.amazon.com/Computer-Science-Unleashed-Harness-Computational-ebook/dp/B098LR4G9T/ref=sr_1_266?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165070&sprefix=data+science%2Caps%2C586&sr=8-266,NaN
Hands-On Business Intelligence with Qlik Sense: Implement self-service data analytics with insights and guidance from Qlik Sense experts,"Pablo Labbe, Clever Anjos, et al.",Packt Publishing,2019-02-28,442.0,41.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A024678233OI3I2T5K4RY&qualifier=1671165079&id=8562001978254698&widgetName=sp_atf_next&url=%2FHands-Business-Intelligence-Qlik-Sense%2Fdp%2F1789800943%2Fref%3Dsr_1_290_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165079%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-290-spons%26psc%3D1,NaN
